s.no,title,type,main_genre,listed_in,rating,main_country,release_year,year_added,month_added,date_added,day_of_week,duration_int,duration_type,director,cast,description
63,Naruto the Movie: Ninja Clash in the Land of Snow,Movie,Action & Adventure,"Action & Adventure, Anime Features, International Movies",TV-PG,Japan,2004,2021,9,15-09-21,Wednesday,83,min,Tensai Okamura,"Junko Takeuchi, Noriaki Sugiyama, Chie Nakamura, Kazuhiko Inoue, Yuhko Kaida, Tsutomu Isobe, Hirotaka Suzuoki, Jun Karasawa, Harii Kaneko, Ikuo Nishikawa","Naruto, Sasuke and Sakura learn they'll be protecting an actress from being hurt while making her next film, but it turns out she's a princess."
64,Nightbooks,Movie,Children & Family Movies,Children & Family Movies,TV-PG,various,2021,2021,9,15-09-21,Wednesday,103,min,David Yarovesky,"Winslow Fegley, Lidya Jewett, Krysten Ritter",Scary story fan Alex must tell a spine-tingling tale every night — or stay trapped with his new friend in a wicked witch's magical apartment forever.
65,Numberblocks,TV Show,Kids' TV,Kids' TV,TV-Y,United Kingdom,2021,2021,9,15-09-21,Wednesday,6,Seasons,unknown,"Beth Chalmers, David Holt, Marcel McCalla, Teresa Gallagher","In a place called Numberland, math adds up to tons of fun when a group of cheerful blocks work, play and sing together."
66,Raja Rasoi Aur Anya Kahaniyan,TV Show,Docuseries,"Docuseries, International TV Shows",TV-G,India,2014,2021,9,15-09-21,Wednesday,1,Season,unknown,Not listed,"Explore the history and flavors of regional Indian cuisine, from traditional Kashmiri feasts to the vegetarian dishes of Gujarat."
67,Saved by the Bell,TV Show,Kids' TV,"Kids' TV, TV Comedies",TV-PG,United States,1994,2021,9,15-09-21,Wednesday,9,Seasons,unknown,"Mark-Paul Gosselaar, Tiffani Thiessen, Mario Lopez, Lark Voorhies, Elizabeth Berkley, Dustin Diamond, Dennis Haskins","From middle school to college, best friends Zack, Kelly, Slater, Jessie, Screech and Lisa take on the highs and lows of life together in this hit series."
68,Schumacher,Movie,Documentaries,"Documentaries, International Movies, Sports Movies",TV-14,various,2021,2021,9,15-09-21,Wednesday,113,min,"Hanns-Bruno Kammertöns, Vanessa Nöcker, Michael Wech",Michael Schumacher,"Through exclusive interviews and archival footage, this documentary traces an intimate portrait of seven-time Formula 1 champion Michael Schumacher."
69,Stories by Rabindranath Tagore,TV Show,International TV Shows,"International TV Shows, TV Dramas",TV-PG,India,2015,2021,9,15-09-21,Wednesday,1,Season,unknown,Not listed,The writings of Nobel Prize winner Rabindranath Tagore come to life in this collection of tales set in early-20th-century Bengal.
70,Too Hot To Handle: Latino,TV Show,International TV Shows,"International TV Shows, Reality TV, Romantic TV Shows",TV-MA,various,2021,2021,9,15-09-21,Wednesday,1,Season,unknown,Itatí Cantoral,"On this reality show, singles from Latin America and Spain are challenged to give up sex. But here, abstinence comes with a silver lining: US$100,000."
71,A StoryBots Space Adventure,Movie,Children & Family Movies,Children & Family Movies,TV-Y,various,2021,2021,9,14-09-21,Tuesday,13,min,David A. Vargas,"Evan Spiridellis, Erin Fitzgerald, Jeff Gill, Fred Tatasciore, Evan Michael Lee, Jared Isaacman, Sian Proctor, Chris Sembroski, Hayley Arceneaux",Join the StoryBots and the space travelers of the historic Inspiration4 mission as they search for answers to kids' questions about space.
72,Jack Whitehall: Travels with My Father,TV Show,British TV Shows,"British TV Shows, Docuseries, International TV Shows",TV-MA,United Kingdom,2021,2021,9,14-09-21,Tuesday,5,Seasons,unknown,"Jack Whitehall, Michael Whitehall","Jovial comic Jack Whitehall invites his stuffy father, Michael, to travel with him through Southeast Asia in an attempt to strengthen their bond."
73,King of Boys,Movie,Dramas,"Dramas, International Movies",TV-MA,Nigeria,2018,2021,9,14-09-21,Tuesday,182,min,Kemi Adetiba,"Sola Sobowale, Adesua Etomi, Remilekun ""Reminisce"" Safaru, Tobechukwu ""iLLbliss"" Ejiofor, Toni Tones, Paul Sambo, Jide Kosoko, Sharon Ooja","When a powerful businesswoman’s political ambitions are threatened by her underworld connections, the ensuing power struggle could cost her everything."
74,The World's Most Amazing Vacation Rentals,TV Show,Reality TV,Reality TV,TV-PG,various,2021,2021,9,14-09-21,Tuesday,2,Seasons,unknown,Not listed,"With an eye for every budget, three travelers visit vacation rentals around the globe and share their expert tips and tricks in this reality series."
75,You vs. Wild: Out Cold,Movie,Children & Family Movies,Children & Family Movies,TV-G,various,2021,2021,9,14-09-21,Tuesday,106,min,Ben Simms,"Bear Grylls, Jason Derek Prempeh","After a plane crash leaves Bear with amnesia, he must make choices to save the missing pilot and survive in this high-stakes interactive adventure."
76,Yowamushi Pedal,TV Show,Anime Series,"Anime Series, International TV Shows",TV-14,Japan,2013,2021,9,14-09-21,Tuesday,1,Season,unknown,"Daiki Yamashita, Kohsuke Toriumi, Jun Fukushima, Hiroki Yasumoto, Showtaro Morikubo, Kentaro Ito, Daisuke Kishio, Yoshitsugu Matsuoka, Junichi Suwabe, Ayaka Suwa, Megumi Han, Tomoaki Maeno, Tsubasa Yonaga, Tetsuya Kakihara, Satoshi Hino, Hiroyuki Yoshino, Atsushi Abe, Koji Yusa, Kouki Miyata, Hiro Shimono, Wataru Hatano, Yuichi Nakamura, Kenji Nojima, Mamoru Miyano, Daisuke Ono, Yuma Uchida, Jun Fukuyama","A timid, anime-loving teen gets drawn into a school cycling club, where his new friends help him face tough challenges to develop his racing talent."
77,Little Singham - Black Shadow,Movie,Children & Family Movies,"Children & Family Movies, Comedies",TV-Y7,various,2021,2021,9,11-09-21,Saturday,48,min,Prakash Satam,"Sumriddhi Shukla, Jigna Bharadwaj, Sonal Kaushal, Neshma Chemburkar, Ganesh Divekar, Annamaya Verma, Anamay Verma, Manoj Pandey",Kid cop Little Singham loses all his superpowers while trying to stop the demon Kaal’s new evil plans! Can his inner strength help him defeat the enemy?
78,Tughlaq Durbar,Movie,Comedies,"Comedies, Dramas, International Movies",TV-14,various,2020,2021,9,11-09-21,Saturday,145,min,Delhiprasad Deenadayalan,"Vijay Sethupathi, Parthiban, Raashi Khanna",A budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.
79,Tughlaq Durbar (Telugu),Movie,Comedies,"Comedies, Dramas, International Movies",TV-14,various,2021,2021,9,11-09-21,Saturday,145,min,Delhiprasad Deenadayalan,"Vijay Sethupathi, Parthiban, Raashi Khanna",A budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.
80,Firedrake the Silver Dragon,Movie,Children & Family Movies,Children & Family Movies,TV-Y7,various,2021,2021,9,10-09-21,Friday,93,min,Tomer Eshed,"Thomas Brodie-Sangster, Felicity Jones, Freddie Highmore, Patrick Stewart, Meera Syal, Sanjeev Bhaskar, Nonso Anozie","When his home is threatened by humans, a young dragon summons the courage to seek a mythical paradise where dragons can live in peace and fly free."
81,Kate,Movie,Action & Adventure,Action & Adventure,R,United States,2021,2021,9,10-09-21,Friday,106,min,Cedric Nicolas-Troyan,"Mary Elizabeth Winstead, Jun Kunimura, Woody Harrelson, Tadanobu Asano, Miyavi, Michiel Huisman, Miku Martineau","Slipped a fatal poison on her final job, a ruthless assassin working in Tokyo has less than 24 hours to find out who ordered the hit and exact revenge."
82,Lucifer,TV Show,Crime TV Shows,"Crime TV Shows, TV Comedies, TV Dramas",TV-14,United States,2021,2021,9,10-09-21,Friday,6,Seasons,unknown,"Tom Ellis, Lauren German, Kevin Alejandro, D.B. Woodside, Lesley-Ann Brandt, Scarlett Estevez, Rachael Harris, Aimee Garcia, Tricia Helfer, Tom Welling, Jeremiah W. Birkett, Pej Vahdat, Michael Gladis","Bored with being the Lord of Hell, the devil relocates to Los Angeles, where he opens a nightclub and forms a connection with a homicide detective."
83,Metal Shop Masters,TV Show,Reality TV,Reality TV,TV-MA,various,2021,2021,9,10-09-21,Friday,1,Season,unknown,Jo Koy,"On this competition show, a group of metal artists torch, cut and weld epic, badass creations from hardened steel. Only one will win a $50,000 prize."
84,Omo Ghetto: the Saga,Movie,Action & Adventure,"Action & Adventure, Comedies, Dramas",TV-MA,Nigeria,2020,2021,9,10-09-21,Friday,147,min,"JJC Skillz, Funke Akindele","Funke Akindele, Ayo Makun, Chioma Chukwuka Akpotha, Yemi Eberechi Alade, Blossom Chukwujekwu, Deyemi Okanlawon, Alexx Ekubo, Zubby Michael, Tina Mba, Femi Jacobs","Twins are reunited as a good-hearted female gangster and her uptight rich sister take on family, crime, cops and all of the trouble that follows them."
85,Pokémon Master Journeys: The Series,TV Show,Anime Series,"Anime Series, Kids' TV",TV-Y7,various,2021,2021,9,10-09-21,Friday,1,Season,unknown,"Ikue Otani, Sarah Natochenny, Zeno Robinson, Cherami Leigh, James Carter Cathcart, Michele Knotz, Rodger Parsons, Ray Chase, Casey Mongillo, Tara Sands","As Ash battles his way through the World Coronation Series, Goh continues his quest to catch every Pokémon. Together, they're on a journey to adventure!"
86,Prey,Movie,International Movies,"International Movies, Thrillers",TV-MA,various,2021,2021,9,10-09-21,Friday,87,min,Thomas Sieben,"David Kross, Hanno Koffler, Maria Ehrich, Robert Finster, Yung Ngo, Klaus Steinbacher, Livia Matthes, Nellie Thalbach",A hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.
87,Titipo Titipo,TV Show,Kids' TV,"Kids' TV, Korean TV Shows",TV-Y,various,2019,2021,9,10-09-21,Friday,2,Seasons,unknown,"Jeon Hae-ri, Kim Eun-ah, Hong Bum-ki, Nam Do-hyeong, Um Sang-hyun",Titipo the train is out to prove that he's got what it takes to help the folks of Train Village ride the rails safely and reliably.
88,Blood Brothers: Malcolm X & Muhammad Ali,Movie,Documentaries,"Documentaries, Sports Movies",PG-13,various,2021,2021,9,09-09-21,Thursday,96,min,Marcus Clarke,"Malcolm X, Muhammad Ali","From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals."
89,Mighty Raju,TV Show,Kids' TV,Kids' TV,TV-Y7,various,2017,2021,9,09-09-21,Thursday,4,Seasons,unknown,"Julie Tejwani, Sabina Malik, Jigna Bhardwaj, Rupa Bhimani, Lalit Agarwal, Rajesh Shukla, Rajesh Kava","Born with superhuman abilities, young Raju wants to use his powers to make the world a better place — but that will mean facing plenty of challenges!"
90,Paradise Hills,Movie,Sci-Fi & Fantasy,"Sci-Fi & Fantasy, Thrillers",TV-MA,Spain,2019,2021,9,09-09-21,Thursday,95,min,Alice Waddington,"Emma Roberts, Danielle Macdonald, Awkwafina, Eiza González, Milla Jovovich, Jeremy Irvine, Arnaud Valois, Daniel Horvath","Uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. That’s bad enough, but its real purpose is even worse."
91,The Women and the Murderer,Movie,Documentaries,"Documentaries, International Movies",TV-14,France,2021,2021,9,09-09-21,Thursday,92,min,"Mona Achache, Patricia Tourancheau",Not listed,This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother.
92,Into the Night,TV Show,International TV Shows,"International TV Shows, TV Dramas, TV Mysteries",TV-MA,Belgium,2021,2021,9,08-09-21,Wednesday,2,Seasons,unknown,"Pauline Etienne, Laurent Capelluto, Stefano Cassetti, Mehmet Kurtuluş, Babetida Sadjo, Jan Bijvoet, Ksawery Szlenkier, Vincent Londez, Regina Bikkinina, Alba Gaïa Kraghede Bellugi, Nabil Mallat",Passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below.
93,JJ+E,Movie,Dramas,"Dramas, International Movies, Romantic Movies",TV-MA,various,2021,2021,9,08-09-21,Wednesday,91,min,Alexis Almström,"Elsa Öhrn, Mustapha Aarab, Jonay Pineda Skallak, Magnus Krepper, Loreen, Albin Grenholm, Simon Mezher, Elsa Bergström Terent, Josef Kadim, Yohannes Frezgi","Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers?"
94,Show Dogs,Movie,Children & Family Movies,"Children & Family Movies, Comedies",PG,United Kingdom,2018,2021,9,08-09-21,Wednesday,90,min,Raja Gosnell,"Will Arnett, Ludacris, Natasha Lyonne, Stanley Tucci, Jordin Sparks, Gabriel Iglesias, Shaquille O'Neal, Omar Chaparro, Alan Cumming, Andy Beckwith, Delia Sheppard, Kerry Shale",A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale.
95,The Circle,TV Show,Reality TV,Reality TV,TV-MA,United States,2021,2021,9,08-09-21,Wednesday,3,Seasons,unknown,Michelle Buteau,"Status and strategy collide in this social experiment and competition show where online players flirt, befriend and catfish their way toward $100,000."
96,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,Movie,Documentaries,"Documentaries, Music & Musicals",TV-MA,United States,2018,2021,9,07-09-21,Tuesday,97,min,Stephen Kijak,"Ronnie Van Zandt, Gary Rossington, Allen Collins, Leon Wilkeson, Bob Burns, Billy Powell, Ed King, Artimus Pyle, Steve Gaines, Johnny Van Zant","Using interviews and archival footage, this documentary charts the story of the legendary Southern rockers with a focus on front man Ronnie Van Zant."
97,Kid Cosmic,TV Show,Kids' TV,"Kids' TV, TV Comedies, TV Sci-Fi & Fantasy",TV-Y7,United States,2021,2021,9,07-09-21,Tuesday,2,Seasons,unknown,"Jack Fisher, Tom Kenny, Amanda C. Miller, Kim Yarbrough, Keith Ferguson, Grey Griffin, Lily Rose Silver",A boy's superhero dreams come true when he finds five powerful cosmic stones. But saving the day is harder than he imagined — and he can't do it alone.
98,Octonauts: Above & Beyond,TV Show,British TV Shows,"British TV Shows, Kids' TV",TV-Y,United Kingdom,2021,2021,9,07-09-21,Tuesday,1,Season,unknown,"Antonio Aakeel, Chipo Chung, Simon Foster, Teresa Gallagher, Simon Greenall, Kate Harbour, Paul Panting, Rob Rackstraw, William Vanderpuye, Helen Walsh, Keith Wickham, Andres Williams, Jo Wyatt","The Octonauts expand their exploration beyond the sea — and onto land! With new rides and new friends, they'll protect any habitats and animals at risk."
99,On the Verge,TV Show,TV Comedies,"TV Comedies, TV Dramas",TV-MA,France,2021,2021,9,07-09-21,Tuesday,1,Season,unknown,"Julie Delpy, Elisabeth Shue, Sarah Jones, Alexia Landeau, Mathieu Demy, Troy Garity, Timm Sharp, Giovanni Ribisi","Four women — a chef, a single mom, an heiress and a job seeker — dig into love and work, with a generous side of midlife crises, in pre-pandemic LA."
100,Tobot Galaxy Detectives,TV Show,Kids' TV,Kids' TV,TV-Y7,various,2019,2021,9,07-09-21,Tuesday,2,Seasons,unknown,"Austin Abell, Travis Turner, Cole Howard, Anna Cummer, Jesse Inocalla, Brian Dobson, Michael Adamthwaite, Joseph Girgis, Caitlyn Bairstow","An intergalactic device transforms toy cars into robots: the Tobots! Working with friends to solve mysteries, they protect the world from evil."
101,Untold: Breaking Point,Movie,Documentaries,"Documentaries, Sports Movies",TV-MA,United States,2021,2021,9,07-09-21,Tuesday,80,min,"Chapman Way, Maclain Way",Not listed,"Under pressure to continue a winning tradition in American tennis, Mardy Fish faced mental health challenges that changed his life on and off the court."
102,Countdown: Inspiration4 Mission to Space,TV Show,Docuseries,"Docuseries, Science & Nature TV",TV-14,various,2021,2021,9,06-09-21,Monday,1,Season,Jason Hehir,Not listed,"From training to launch to landing, this all-access docuseries rides along with the Inspiration4 crew on the first all-civilian orbital space mission."
103,Shadow Parties,Movie,Dramas,"Dramas, International Movies, Thrillers",TV-MA,various,2020,2021,9,06-09-21,Monday,117,min,Yemi Amodu,"Jide Kosoko, Omotola Jalade-Ekeinde, Yemi Blaq, Sola Sobowale, Ken Erics, Toyin Aimakhu, Segun Arinze, Jibola Dabo, Rotimi Salami, Pa Jimi Solanke, Rachael Okonkwo, Bassey Okon, Lucien Morgan, Magdalena Korpas",A family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals.
104,Tayo the Little Bus,TV Show,Kids' TV,"Kids' TV, Korean TV Shows",TV-Y,South Korea,2016,2021,9,06-09-21,Monday,2,Seasons,unknown,"Robyn Slade, Kami Desilets","As they learn their routes around the busy city, Tayo and his little bus friends discover new sights and go on exciting adventures every day."
105,Angamaly Diaries,Movie,Action & Adventure,"Action & Adventure, Comedies, Dramas",TV-14,India,2017,2021,9,05-09-21,Sunday,128,min,Lijo Jose Pellissery,"Antony Varghese, Reshma Rajan, Binny Rinky Benjamin, Vineeth Vishwam, Kichu Tellus, Sreekanth Dasan, Sarath Kumar, Tito Wilson, Anandhu, Bitto Davis, Sinoj Varghese","After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law."
